Bigram,Probability
seek no,-11.656
seek safety,-11.656
seek to,-11.656
seek your,-11.656
seldom I,-11.656
seldom been,-11.656
seldom bestowed,-11.656
seldom for,-11.656
seldom from,-11.656
seldom heard,-11.656
seldom leaves,-11.656
seldom mentioned,-11.656
seldom missed,-11.656
seldom really,-11.656
seldom safely,-11.656
seldom seen,-11.656
seldom spoken,-11.656
seldom we,-11.656
seldom went,-11.656
selfishness cruelty,-11.656
selfishness on,-11.656
selfishness was,-11.656
selfishness what,-11.656
selfishness without,-11.656
sending Betty,-11.656
sending an,-11.656
sending her,-11.656
sending instantly,-11.656
sending me,-11.656
sending to,-11.656
sending us,-11.656
sensations Mr,-11.656
sensations but,-11.656
sensations for,-11.656
sensations from,-11.656
sensations had,-11.656
sensations into,-11.656
sensations may,-11.656
sensations such,-11.656
sensations was,-11.656
sensations which,-11.656
sensations while,-11.656
sensibility <eos>,-11.656
sensibility amused,-11.656
sensibility but,-11.656
sensibility of,-11.656
sensibility on,-11.656
sensibility she,-11.656
sensibility there,-11.656
separate Miss,-11.656
separate before,-11.656
separate candles,-11.656
separate claims,-11.656
separate esteem,-11.656
separate for,-11.656
separate her,-11.656
separate herself,-11.656
separate in,-11.656
separate lawn,-11.656
separate table,-11.656
separate the,-11.656
separate themselves,-11.656
separation I,-11.656
separation as,-11.656
separation between,-11.656
separation for,-11.656
separation her,-11.656
separation naturally,-11.656
separation of,-11.656
sex after,-11.656
sex before,-11.656
sex in,-11.656
sex it,-11.656
sex might,-11.656
sex of,-11.656
sex should,-11.656
sex that,-11.656
sex who,-11.656
shame Emma,-11.656
shame Miss,-11.656
shame To,-11.656
shame at,-11.656
shame especially,-11.656
shame replied,-11.656
shame that,-11.656
shewing her,-11.656
shewing him,-11.656
shewing no,-11.656
shewing off,-11.656
shewing people,-11.656
shewing us,-11.656
shewing you,-11.656
shewing your,-11.656
shewn Marianne,-11.656
shewn a,-11.656
shewn her,-11.656
shewn herself,-11.656
shewn how,-11.656
shewn it,-11.656
shewn me,-11.656
shewn no,-11.656
shewn poor,-11.656
shewn so,-11.656
shewn such,-11.656
shewn that,-11.656
shewn the,-11.656
shewn their,-11.656
shewn them,-11.656
shocked <UNK>,-11.656
shocked <eos>,-11.656
shocked Jane,-11.656
shocked about,-11.656
shocked at,-11.656
shocked by,-11.656
shocked had,-11.656
shocked in,-11.656
shocked still,-11.656
shocked the,-11.656
shocking <eos>,-11.656
shocking affair,-11.656
shocking as,-11.656
shocking breakfast,-11.656
shocking discovery,-11.656
shocking indeed,-11.656
shocking match,-11.656
shocking the,-11.656
shocking walk,-11.656
shop again,-11.656
shop and,-11.656
shop as,-11.656
shop first,-11.656
shop in,-11.656
shop invited,-11.656
shop on,-11.656
shop that,-11.656
shop the,-11.656
shop till,-11.656
shop to,-11.656
shop understand,-11.656
shop united,-11.656
shop were,-11.656
shop without,-11.656
silly <eos>,-11.656
silly compliment,-11.656
silly expensive,-11.656
silly father,-11.656
silly fellow,-11.656
silly if,-11.656
silly so,-11.656
silly to,-11.656
silly wives,-11.656
silly woman,-11.656
silly young,-11.656
simplicity a,-11.656
simplicity by,-11.656
simplicity is,-11.656
sincere Knightley,-11.656
sincere acknowledgments,-11.656
sincere as,-11.656
sincere but,-11.656
sincere explanation,-11.656
sincere if,-11.656
sincere interest,-11.656
sincere it,-11.656
sincere or,-11.656
sincere quite,-11.656
sincere well,-11.656
sincere where,-11.656
sincerely <eos>,-11.656
sincerely but,-11.656
sincerely could,-11.656
sincerely did,-11.656
sincerely fond,-11.656
sincerely hope,-11.656
sincerely interested,-11.656
sincerely love,-11.656
sincerely wishing,-11.656
sincerity in,-11.656
sincerity nothing,-11.656
sincerity that,-11.656
smart <UNK>,-11.656
smart appearance,-11.656
smart enough,-11.656
smart of,-11.656
smart rapidity,-11.656
smart their,-11.656
softened again,-11.656
softened and,-11.656
softened at,-11.656
softened away,-11.656
softened believe,-11.656
softened charitable,-11.656
softened down,-11.656
softened from,-11.656
softened her,-11.656
softened in,-11.656
softened or,-11.656
softened pain,-11.656
softened than,-11.656
softened to,-11.656
solitude for,-11.656
solitude of,-11.656
solitude she,-11.656
solitude so,-11.656
solitude was,-11.656
somebody about,-11.656
somebody and,-11.656
somebody had,-11.656
somebody must,-11.656
somebody new,-11.656
somebody or,-11.656
somebody that,-11.656
somebody very,-11.656
somebody would,-11.656
sought a,-11.656
sought and,-11.656
sought by,-11.656
sought her,-11.656
sought him,-11.656
sought out,-11.656
sought round,-11.656
sounds and,-11.656
sounds are,-11.656
sounds he,-11.656
sounds immediately,-11.656
sounds than,-11.656
sounds very,-11.656
sounds which,-11.656
spared Sir,-11.656
spared all,-11.656
spared as,-11.656
spared but,-11.656
spared for,-11.656
spared her,-11.656
spared herself,-11.656
spared you,-11.656
spot <eos>,-11.656
spot Yes,-11.656
spot and,-11.656
spot as,-11.656
spot ceased,-11.656
spot for,-11.656
spot from,-11.656
spot or,-11.656
spot shall,-11.656
spot she,-11.656
spot so,-11.656
spot well,-11.656
spot where,-11.656
spot which,-11.656
started <UNK>,-11.656
started and,-11.656
started as,-11.656
started at,-11.656
started by,-11.656
started hastily,-11.656
started in,-11.656
started that,-11.656
steady <UNK>,-11.656
steady an,-11.656
steady as,-11.656
steady conviction,-11.656
steady friend,-11.656
steady observant,-11.656
steady old,-11.656
steady reading,-11.656
steady reflection,-11.656
steady respectable,-11.656
steady sensible,-11.656
steady voice,-11.656
street almost,-11.656
street but,-11.656
street just,-11.656
street this,-11.656
street till,-11.656
street to,-11.656
street was,-11.656
street you,-11.656
strongly and,-11.656
strongly as,-11.656
strongly endowed,-11.656
strongly enforced,-11.656
strongly felt,-11.656
strongly for,-11.656
strongly had,-11.656
strongly persuaded,-11.656
strongly spoken,-11.656
strongly than,-11.656
submitted <eos>,-11.656
submitted in,-11.656
submitted more,-11.656
submitted readily,-11.656
submitted therefore,-11.656
submitted though,-11.656
succeeded and,-11.656
succeeded at,-11.656
succeeded by,-11.656
succeeded however,-11.656
succeeded in,-11.656
succeeded not,-11.656
succeeded of,-11.656
succeeded the,-11.656
succeeded which,-11.656
succeeded without,-11.656
success <eos>,-11.656
success at,-11.656
success has,-11.656
success he,-11.656
success she,-11.656
success to,-11.656
success was,-11.656
success you,-11.656
suddenly and,-11.656
suddenly appeared,-11.656
suddenly awakened,-11.656
suddenly began,-11.656
suddenly engaged,-11.656
suddenly heard,-11.656
suddenly it,-11.656
suddenly let,-11.656
suddenly opened,-11.656
suddenly perceived,-11.656
suddenly resolving,-11.656
suddenly struck,-11.656
suddenly the,-11.656
suited Emma,-11.656
suited Mary,-11.656
suited Mr,-11.656
suited and,-11.656
suited him,-11.656
suited me,-11.656
suited the,-11.656
supper but,-11.656
supper made,-11.656
supper merely,-11.656
supper room,-11.656
supper was,-11.656
supper were,-11.656
supported <eos>,-11.656
supported as,-11.656
supported for,-11.656
supported into,-11.656
supported more,-11.656
supported on,-11.656
supported the,-11.656
supported under,-11.656
supposing his,-11.656
supposing in,-11.656
supposing sailors,-11.656
suspense I,-11.656
suspense been,-11.656
suspense for,-11.656
suspense good,-11.656
suspense in,-11.656
suspense or,-11.656
suspense she,-11.656
suspense they,-11.656
suspense while,-11.656
suspicions therefore,-11.656
suspicions they,-11.656
suspicions though,-11.656
suspicions were,-11.656
takes M,-11.656
takes in,-11.656
takes the,-11.656
takes things,-11.656
takes up,-11.656
takes you,-11.656
tall <UNK>,-11.656
tall <eos>,-11.656
tall Emma,-11.656
tall dark,-11.656
tall enough,-11.656
tall firm,-11.656
tall for,-11.656
tall her,-11.656
tall indignation,-11.656
tall nor,-11.656
tall not,-11.656
tall straight,-11.656
tells her,-11.656
tells man,-11.656
tells you,-11.656
thanks are,-11.656
thanks followed,-11.656
thanks so,-11.656
thanks there,-11.656
thanks to,-11.656
third a,-11.656
third almost,-11.656
third could,-11.656
third cousin,-11.656
third had,-11.656
third in,-11.656
third or,-11.656
third part,-11.656
third rate,-11.656
third week,-11.656
tolerable <eos>,-11.656
tolerable account,-11.656
tolerable by,-11.656
tolerable composure,-11.656
tolerable face,-11.656
tolerable gentility,-11.656
tolerable judge,-11.656
tolerable letter,-11.656
tolerable order,-11.656
tolerable politeness,-11.656
tolerable pretence,-11.656
tolerable room,-11.656
tolerable time,-11.656
tomorrow Brandon,-11.656
tomorrow I,-11.656
tomorrow and,-11.656
tomorrow for,-11.656
tomorrow or,-11.656
tomorrow you,-11.656
triumph This,-11.656
triumph at,-11.656
triumph by,-11.656
triumph my,-11.656
triumph no,-11.656
triumph rather,-11.656
triumph with,-11.656
troublesome creature,-11.656
troublesome feelings,-11.656
troublesome hopeless,-11.656
troublesome office,-11.656
troublesome parish,-11.656
troublesome they,-11.656
troublesome to,-11.656
troublesome you,-11.656
trusted and,-11.656
trusted his,-11.656
trusted in,-11.656
trusted like,-11.656
trusted of,-11.656
trusted or,-11.656
trusted there,-11.656
trusted very,-11.656
trusted with,-11.656
trusted you,-11.656
turns <UNK>,-11.656
turns about,-11.656
turns away,-11.656
turns both,-11.656
turns but,-11.656
turns my,-11.656
turns the,-11.656
turns when,-11.656
turns while,-11.656
twelve <UNK>,-11.656
twelve Emma,-11.656
twelve but,-11.656
twelve hundred,-11.656
twelve miles,-11.656
twelve month,-11.656
twelve thousand,-11.656
uncertain as,-11.656
uncertain behaviour,-11.656
uncertain future,-11.656
uncertain in,-11.656
uncertain light,-11.656
uncertain of,-11.656
uncertain profession,-11.656
uncertain that,-11.656
uncertain what,-11.656
uncomfortable for,-11.656
uncomfortable herself,-11.656
uncomfortable not,-11.656
uncomfortable situation,-11.656
uncomfortable than,-11.656
uncomfortable with,-11.656
uneasiness I,-11.656
uneasiness as,-11.656
uneasiness for,-11.656
uneasiness increased,-11.656
uneasiness of,-11.656
uneasiness on,-11.656
uneasiness was,-11.656
uneasy as,-11.656
unfortunately <UNK>,-11.656
unfortunately blended,-11.656
unfortunately for,-11.656
unfortunately founded,-11.656
unfortunately he,-11.656
unfortunately my,-11.656
unfortunately sir,-11.656
unfortunately situated,-11.656
unfortunately speaking,-11.656
unfortunately there,-11.656
unfortunately too,-11.656
unfortunately wanted,-11.656
unjust <eos>,-11.656
unjust as,-11.656
unjust however,-11.656
unjust in,-11.656
unjust inattentive,-11.656
unjust nor,-11.656
unjust or,-11.656
unjust praise,-11.656
unjust resentment,-11.656
unjust with,-11.656
unlike <eos>,-11.656
unlike Anne,-11.656
unlike Fanny,-11.656
unlike a,-11.656
unlike dear,-11.656
unlike her,-11.656
unlike him,-11.656
unlike himself,-11.656
unlike his,-11.656
unlike it,-11.656
unlike myself,-11.656
unlike the,-11.656
unlike yourself,-11.656
valuable I,-11.656
valuable It,-11.656
valuable addition,-11.656
valuable amiable,-11.656
valuable because,-11.656
valuable from,-11.656
valuable in,-11.656
valuable legacy,-11.656
valuable pictures,-11.656
valuable woods,-11.656
ventured among,-11.656
ventured had,-11.656
ventured on,-11.656
ventured once,-11.656
ventured this,-11.656
village <eos>,-11.656
village almost,-11.656
village he,-11.656
village indeed,-11.656
village itself,-11.656
village to,-11.656
village which,-11.656
village with,-11.656
village without,-11.656
violent agitation,-11.656
violent cold,-11.656
violent dislike,-11.656
violent emotion,-11.656
violent exclamations,-11.656
violent fever,-11.656
violent hysterics,-11.656
violent love,-11.656
violent oppression,-11.656
violent screams,-11.656
violent sorrow,-11.656
violent start,-11.656
violent than,-11.656
visitor <eos>,-11.656
visitor appeared,-11.656
visitor arrived,-11.656
visitor as,-11.656
visitor at,-11.656
visitor endeavoured,-11.656
visitor had,-11.656
visitor immediately,-11.656
visitor in,-11.656
visitor of,-11.656
visitor some,-11.656
visitor towards,-11.656
visitor without,-11.656
visitors and,-11.656
visitors approached,-11.656
visitors as,-11.656
visitors except,-11.656
visitors out,-11.656
visitors than,-11.656
visitors to,-11.656
visitors took,-11.656
visitors walked,-11.656
visitors were,-11.656
visitors who,-11.656
waited even,-11.656
waited only,-11.656
waited till,-11.656
waited watched,-11.656
watch <UNK>,-11.656
watch <eos>,-11.656
watch Sir,-11.656
watch also,-11.656
watch but,-11.656
watch by,-11.656
watch came,-11.656
watch him,-11.656
watch she,-11.656
watch the,-11.656
watching Frank,-11.656
watching all,-11.656
watching almost,-11.656
watching every,-11.656
watching his,-11.656
watching over,-11.656
watching she,-11.656
watching them,-11.656
watching to,-11.656
wedding <eos>,-11.656
wedding and,-11.656
wedding visit,-11.656
wedding visits,-11.656
wherever they,-11.656
whisper For,-11.656
whisper I,-11.656
whisper That,-11.656
whisper but,-11.656
whisper mine,-11.656
whisper of,-11.656
whisper will,-11.656
widow <eos>,-11.656
widow Mrs,-11.656
widow barely,-11.656
widow indeed,-11.656
widow receiving,-11.656
widow sinking,-11.656
widow who,-11.656
widow with,-11.656
wondered and,-11.656
wondered grieved,-11.656
wondered he,-11.656
wondered indeed,-11.656
wondered on,-11.656
wondered so,-11.656
wondered with,-11.656
wonderful <UNK>,-11.656
wonderful change,-11.656
wonderful establishment,-11.656
wonderful for,-11.656
wonderful how,-11.656
wonderful short,-11.656
wonderful story,-11.656
wonderful tale,-11.656
wonderful that,-11.656
wonderful the,-11.656
worst I,-11.656
worst and,-11.656
worst evil,-11.656
worst is,-11.656
worst judge,-11.656
worst predicament,-11.656
worst was,-11.656
An abominable,-11.657
An account,-11.657
An ancient,-11.657
An annuity,-11.657
An arch,-11.657
An effort,-11.657
An egg,-11.657
An express,-11.657
An hour,-11.657
An hundred,-11.657
An injunction,-11.657
An interval,-11.657
An intimate,-11.657
An unpretending,-11.657
Are the,-11.657
Are those,-11.657
Aye do,-11.657
Aye like,-11.657
Aye my,-11.657
Aye pray,-11.657
Aye to,-11.657
Aye we,-11.657
Campbells The,-11.657
Campbells a,-11.657
Campbells and,-11.657
Campbells had,-11.657
Campbells he,-11.657
Campbells leave,-11.657
Campbells nor,-11.657
Campbells the,-11.657
Campbells think,-11.657
Campbells were,-11.657
Campbells whatever,-11.657
Campbells when,-11.657
Campbells will,-11.657
Can any,-11.657
Can anything,-11.657
Can the,-11.657
Can they,-11.657
Can we,-11.657
Chapter 1,-11.657
Chapter 11,-11.657
Chapter 12,-11.657
Chapter 13,-11.657
Chapter 15,-11.657
Chapter 16,-11.657
Chapter 17,-11.657
Chapter 19,-11.657
Chapter 2,-11.657
Chapter 20,-11.657
Chapter 21,-11.657
Chapter 23,-11.657
Chapter 24,-11.657
Chapter 4,-11.657
Chapter 5,-11.657
Chapter 6,-11.657
Chapter 7,-11.657
Chapter 9,-11.657
Chapter <UNK>,-11.657
Charlotte And,-11.657
Charlotte do,-11.657
Charlotte is,-11.657
Charlotte laughed,-11.657
Charlotte off,-11.657
